,P,F
-267,1.1004332040874865,109.359907217975
-266,1.1099605114105722,110.42173297354883
-265,1.1201681811944058,111.49074800671892
-264,1.1299600808766561,112.57013476151012
-263,1.1374938388327824,113.65524576894472
-262,1.1442954220410009,114.74629381087846
-261,1.1550675820594916,115.8484663133513
-260,1.1648710477711028,116.96141495415665
-259,1.178242667605956,118.08688032593501
-258,1.1877063766644862,119.22172794680868
-257,1.1992691361411931,120.36585010730276
-256,1.2086785501719455,121.52147530664345
-255,1.2174319839541152,122.684239191465
-254,1.230548394416376,123.85853360228033
-253,1.2396409039514822,125.0445326389769
-252,1.251672115913431,126.2399215584837
-251,1.2647742784909581,127.4487272204502
-250,1.2737588733936531,128.66453749479737
-249,1.2862393469001843,129.89278466724727
-248,1.2951665469657405,131.12978450983883
-247,1.319370287605347,132.39050584494348
-246,1.3317662246127095,133.66901312065184
-245,1.341123294839655,134.95044595594933
-244,1.3548434856710112,136.24479393383504
-243,1.3652026385358749,137.54923878487543
-242,1.373324806719572,138.86061557014344
-241,1.3869046242600458,140.1859432496182
-240,1.3967651518943425,141.52113934995901
-239,1.407723775737509,142.86552629593626
-238,1.4210589544722123,144.2239639359581
-237,1.436022841118598,145.59510709277663
-236,1.4452804094133016,146.97830760885356
-235,1.4572329139749838,148.3712238330664
-234,1.47103621534692,149.7764970730703
-233,1.4818168398234246,151.19395494736142
-232,1.4957837262931346,152.62349698071708
-231,1.5062907170947242,154.06456894128883
-230,1.521240803782985,155.51843977229504
-229,1.5371112428856686,156.9892668901078
-228,1.5498907873010113,158.47057610990427
-227,1.5590850836579744,159.96185537531827
-226,1.5726651038973858,161.46484674264607
-225,1.5879689586811983,162.98462147349034
-224,1.6020137754646793,164.51750293513473
-223,1.6124456547754213,166.0594736544184
-222,1.6272125963947153,167.6150266839729
-221,1.6427235753004408,169.1871958757473
-220,1.6584176267846578,170.77334782604882
-219,1.6713704860363936,172.37210228867553
-218,1.6878104168381804,173.9863314421133
-217,1.7080024455355824,175.62046960540533
-216,1.71815118483018,177.26663628296754
-215,1.7358527622536386,178.92604496938995
-214,1.747138121415183,180.5981758704803
-213,1.7580916499094936,182.27898064651077
-212,1.7692958197097315,183.9696729305926
-211,1.783644525036015,185.67555181795217
-210,1.7976324932102674,187.39534921530807
-209,1.8239052503389221,189.1406781892891
-208,1.8380848512042702,190.90272520131046
-207,1.848758094969269,192.67119454902704
-206,1.863342313082912,194.45376262273743
-205,1.8804765672512047,196.2548901203443
-204,1.9013259960269027,198.07474042683566
-203,1.9142130899896546,199.90854918270222
-202,1.93347796219267,201.7585123086977
-201,1.950128448415649,203.62632519738642
-200,1.9639407967767366,205.5060383819619
-199,1.9809017277406973,207.40188490421588
-198,2.001253448231821,209.31826268137502
-197,2.032204904172028,211.26619298814873
-196,2.0472221483771635,213.23361514861867
-195,2.0635095041501184,215.2084893982797
-194,2.079079820830565,217.19912900757768
-193,2.0950722014117384,219.20476358422604
-192,2.1091286205710893,221.22287031179442
-191,2.1240939357893205,223.25637527426628
-190,2.1401498470630678,225.30449141039483
-189,2.1646431979096605,227.37620651572146
-188,2.1801846569808165,229.46775093706378
-187,2.1936641437965445,231.56712763878815
-186,2.2088218093073815,233.6814095612821
-185,2.2215692316772855,235.80974701585902
-184,2.243611163880244,237.95746585306645
-183,2.264106686136321,240.12691733824883
-182,2.2877822262113994,242.31869044420097
-181,2.3061720644900134,244.52981208280724
-180,2.327500043009803,246.76119366478284
-179,2.3437730245614325,249.00733420561951
-178,2.367790160394096,251.27531761684705
-177,2.382848944492831,253.56065504638636
-176,2.4041793553629978,255.86478862483344
-175,2.426789913216687,258.19082424774473
-174,2.444427716068902,260.53467560219946
-173,2.4608381566049453,262.89161171433676
-172,2.478922261067987,265.266519967385
-171,2.5027838218210627,267.6639615868014
-170,2.526237713597386,270.08594935973775
-169,2.5478176667562917,272.5281882489565
-168,2.569315016983312,274.99020454085525
-167,2.589372656618513,277.471392680467
-166,2.604412904347826,279.96709077778956
-165,2.6233910349145493,282.4800896673473
-164,2.646071238423398,285.016222890842
-163,2.661910714298578,287.56761951852036
-162,2.6835913959687683,290.13680932741835
-161,2.7097956338682416,292.73327201780376
-160,2.728895788842942,295.3525841955081
-159,2.751545928853818,297.9906753233266
-158,2.7768846990065534,300.6537690086717
-157,2.795160267636113,303.33529522191066
-156,2.8234240730878204,306.0428326966821
-155,2.8508328103067475,308.77888366051724
-154,2.881381916313108,311.543681839466
-153,2.8986585614139897,314.3254537874407
-152,2.9322614608537694,317.13606266857107
-151,2.9592725522971,319.9779175884133
-150,2.9836706053008006,322.8420080120223
-149,3.0094696746621348,325.72868020636014
-148,3.0323200610123515,328.6369560365575
-147,3.053724995297226,331.56623428775066
-146,3.075292327829431,334.5170815896409
-145,3.0958263943186424,337.48618920872184
-144,3.129286078192012,340.4864568994642
-143,3.157661733129825,343.51757670895523
-142,3.178458992467089,346.56596690150275
-141,3.2064491240865896,349.64152419820374
-140,3.2233892434160176,352.73493547661155
-139,3.257466651127549,355.85762490106674
-138,3.2786834395455204,359.00684334893333
-137,3.2999245676550757,362.170684399047
-136,3.3207234432134203,365.35534381317774
-135,3.344344556276856,368.5635519289859
-134,3.3693176554644,371.79496933444995
-133,3.3992370897128494,375.05689447866945
-132,3.4506609246616344,378.36781257601467
-131,3.4778194682151837,381.7158322769238
-130,3.5044874565859234,385.0819696305907
-129,3.535431179386656,388.4753813784589
-128,3.565166767105603,391.8990226897545
-127,3.590306855298402,395.34650427733516
-126,3.621666057868697,398.82484062730464
-125,3.6541308781584085,402.3359123720752
-124,3.686064406939409,405.876195505103
-123,3.7198117883884154,409.44735404567564
-122,3.7484659339537045,413.04909493950123
-121,3.7852512093300072,416.6841157066586
-120,3.812071188210462,420.3499063379267
-119,3.839932610400165,424.0373923338866
-118,3.8626679516272038,427.74557803549544
-117,3.8932349641597757,431.48208777210743
-116,3.9263535753222545,435.2524703388504
-115,3.9579443982755333,439.0545020380223
-114,3.9888010487018373,442.886116374734
-113,4.014507032474756,446.7410737633992
-112,4.043813906815997,450.6224645018523
-111,4.079128396826371,454.5387232129881
-110,4.110637633284147,458.49038109715235
-109,4.137409967659099,462.4662599392334
-108,4.1692567956117825,466.47053428790474
-107,4.194974578483758,470.4984538879717
-106,4.236820720135327,474.5702829524105
-105,4.2711110685954745,478.6793757944453
-104,4.326268952651223,482.837250731679
-103,4.351021340276128,487.0226474546878
-102,4.397640925779233,491.24591706799976
-101,4.444749536698364,495.52380916526226
-100,4.479553557618996,499.8370482966332
-99,4.521307898317628,504.18335415172953
-98,4.550207186094698,508.5587839796316
-97,4.585072286103746,512.9652156729378
-96,4.628232343125771,517.4155455586513
-95,4.6692001485981125,521.9041814554424
-94,4.708774833813255,526.4336475860167
-93,4.742375044359244,530.9937237660494
-92,4.77077894444579,535.5786394363769
-91,4.8049595404450685,540.1961664316829
-90,4.837641940419574,544.8472698208018
-89,4.8715277383498625,549.5284295607953
-88,4.906782598897896,554.243908957035
-87,4.935958142745506,558.9871847038185
-86,4.966565514523549,563.7605585110133
-85,4.998166786658883,568.56394669679
-84,5.037020829943896,573.4030765526854
-83,5.072406457884176,578.282267081784
-82,5.13526273198418,583.2166709408664
-81,5.1816745910720625,588.2090586168363
-80,5.2166029279013095,593.2312074777931
-79,5.2699586188030905,598.2983506917957
-78,5.312850665277567,603.4145822636651
-77,5.346275782186938,608.5616721921295
-76,5.391951494731139,613.7488566528488
-75,5.458455574782023,619.0012204390762
-74,5.510069256906795,624.3134809538021
-73,5.556911920762814,629.6609855826389
-72,5.597678300488413,635.0510354183775
-71,5.63940995689037,640.4774327775177
-70,5.692806493375168,645.9607097062947
-69,5.735662820023859,651.4832590300233
-68,5.773930934416809,657.0393306408816
-67,5.819477883769993,662.63888461601
-66,5.8643591507178225,668.282007679039
-65,5.901820377168247,673.960920797323
-64,5.944691745932448,679.6823142022577
-63,5.9790505295330165,685.4404238396436
-62,6.029292812677867,691.2397062709563
-61,6.068987917455342,697.0832774571195
-60,6.114463455643511,702.9651557934961
-59,6.153166183299864,708.888285686007
-58,6.190480431725945,714.8478643063046
-57,6.2292783750414396,720.8420418914649
-56,6.287810292024241,726.8957980398562
-55,6.344529073317887,733.0086993779669
-54,6.417224560405298,739.1895624858143
-53,6.450470104822138,745.4007448317321
-52,6.490495088471624,751.6483381572842
-51,6.551856402670029,757.9565378543049
-50,6.630304945124163,764.3530664537238
-49,6.69550540350181,770.8101866065294
-48,6.739922402331327,777.3054710770357
-47,6.807140986569047,783.8622253669175
-46,6.864943087229427,790.4765835871734
-45,6.910796354133161,797.1326073442469
-44,6.981652915374691,803.8622590472258
-43,7.0417155339152195,810.6596026615607
-42,7.0913014474053835,817.490828993257
-41,7.136611493843265,824.3680681932726
-40,7.191340728094846,831.2945518985912
-39,7.225429910300415,838.2543096389462
-38,7.268087763402355,845.2540585784823
-37,7.32051869923013,852.3051225804221
-36,7.365637043671694,859.402920702944
-35,7.420150253166319,866.548374976804
-34,7.465546940640707,873.7380928769417
-33,7.510076590727509,880.9708533041455
-32,7.553558077463177,888.2478814387306
-31,7.618631919392214,895.5845779345397
-30,7.6617144744166366,902.9738800118349
-29,7.737870120943483,910.425897728102
-28,7.799912929417707,917.9517403146807
-27,7.854720532195134,925.5273289970344
-26,7.910759838657905,933.1518369891837
-25,7.987646511384379,940.8490560858867
-24,8.049516530598815,948.6198124342437
-23,8.135913234278574,956.4646776155699
-22,8.202632316043353,964.3796878913911
-21,8.265723834884042,972.3571366924
-20,8.354853138952757,980.4173394324449
-19,8.405205003873512,988.5285448350282
-18,8.459304173528373,996.681592742788
-17,8.518889829600386,1004.8944232892958
-16,8.582414486859868,1013.1690461722513
-15,8.64799960617957,1021.5038297764503
-14,8.711306908333809,1029.9084037966452
-13,8.761807844701167,1038.357933544012
-12,8.82388897896836,1046.862741492959
-11,8.878501423411466,1055.4250699153638
-10,8.92677958935508,1064.0314135254876
-9,8.988415119810504,1072.6932925839728
-8,9.035677582757833,1081.4110864511551
-7,9.094659191942577,1090.1746840821982
-6,9.163153011418764,1099.0142785866421
-5,9.234552574978295,1107.9202373341936
-4,9.30303664174393,1116.8954018312365
-3,9.350488899519569,1125.9141087638675
-2,9.427575836911995,1135.0042728165135
-1,9.533762636162834,1144.2098493574015
0,9.639949493414667,1153.5256360616468
1,9.72551820479269,1162.9212788169145
2,9.783346166993764,1172.3612272444757
3,9.861755336680122,1181.8755513232027
4,9.947780730573175,1191.4748081189919
5,10.018012543559703,1201.1396807444814
6,10.111742024011416,1210.900680782538
7,10.184076868226882,1220.7335283643813
8,10.244774071581206,1230.6159919469683
9,10.310967402321754,1240.5662640126154
10,10.38606130778607,1250.5884575016503
11,10.446893476734068,1260.6655545271678
12,10.519386602749265,1270.8152129270543
13,10.602908379861029,1281.0477889689405
14,10.690405817776664,1291.3729529551438
15,10.761687238385473,1301.7656312034817
16,10.825771418660253,1312.2104267615362
17,10.878751461908454,1322.707535265921
18,10.930165988515071,1333.2568858748098
19,11.015722692979471,1343.883865698953
20,11.085023954207234,1354.5900595702376
21,11.187496786753407,1365.3885900098155
22,11.261501098540036,1376.265477653089
23,11.322361079650694,1387.2006506099724
24,11.385457738127453,1398.1828141960073
25,11.461633170313572,1409.2440543910773
26,11.584261378062504,1420.4244221672043
27,11.701160890630023,1431.733737564022
28,11.781119909674167,1443.1152493433237
29,11.857017434593315,1454.5698827039862
30,11.960084800814121,1466.1204842704258
31,12.031069053931265,1477.7423633965323
32,12.142510421010245,1489.4673773652735
33,12.24262439255665,1501.302236368547
34,12.318838683966119,1513.2031255591535
35,12.406441189983905,1525.1782483830805
36,12.49967922535016,1537.2536030198385
37,12.568989924401349,1549.3965042866996
38,12.646328941630259,1561.6069619956052
39,12.757654358792376,1573.9267195045568
40,12.835500269355178,1586.3348457353886
41,12.944202154735692,1598.834460735896
42,13.0298643261564,1611.4280463824139
43,13.111362574863524,1624.0978501688444
44,13.189171702568796,1636.8410190018446
45,13.274543476742476,1649.661947623744
46,13.36482821612053,1662.56680942235
47,13.45188425755238,1675.566383116121
48,13.531254640298185,1688.638172520717
49,13.64708118170693,1701.8265794622778
50,13.732310694899802,1715.105948602471
51,13.854976573241544,1728.4982982186625
52,13.943030161804238,1741.9810063261978
53,14.083969563447662,1755.5883190047618
54,14.194449552281908,1769.3192835239533
55,14.27504175794468,1783.1086471977053
56,14.421990090087794,1797.0428361646138
57,14.50223377465087,1811.078563300295
58,14.61687377111905,1825.1988536213266
59,14.731161606770947,1839.4341812635057
60,14.83712968755195,1853.7750565307879
61,14.92463423651303,1868.197118346877
62,15.039681552627567,1882.7341001804884
63,15.150186793469363,1897.3809126344845
64,15.263944888827389,1912.1455751299454
65,15.36958496780049,1927.0074442762816
66,15.465067963323968,1941.9542411606483
67,15.557318736338582,1956.991459608191
68,15.641111757291819,1972.1128987985564
69,15.74114263979286,1987.3292859921885
70,15.85508177806047,2002.6610790663094
71,16.011239825047966,2018.1471883990862
72,16.10103048556729,2033.7355094437612
73,16.188267090862563,2049.3849906229116
74,16.2953473006943,2065.1367626518704
75,16.386346644910358,2080.9847202127244
76,16.56353758258583,2096.9909150088292
77,16.670772078636908,2113.1444744046207
78,16.788829378686337,2129.3864447665187
79,16.890437471633504,2145.722988176659
80,17.032902307682058,2162.1897631139573
81,17.16613197550493,2178.801750156312
82,17.325772220975512,2195.568187983826
83,17.469427559482487,2212.4822162433384
84,17.580346944113074,2229.493012308461
85,17.689432328980875,2246.6079441255015
86,17.814807437869316,2263.8409140021167
87,17.921716569893352,2281.1798999803405
88,18.029406830125744,2298.6150169257494
89,18.183457822288645,2316.2062421830337
90,18.299896682886963,2333.923474832268
91,18.430884829982737,2351.7658963856206
92,18.547817469132877,2369.7238595501185
93,18.689329027215997,2387.801426716512
94,18.798445974012168,2406.0134032964875
95,18.922902919358254,2424.3209212407223
96,19.09686221628861,2442.7928382519267
97,19.20511428288081,2461.4122158291557
98,19.320033024470717,2480.1109196364378
99,19.457867062760332,2498.946939572482
100,19.566064093441558,2517.8790746005534
101,19.753265018543054,2537.0019691510906
102,19.87525540507684,2556.2528097214017
103,20.036188602363307,2575.650531611959
104,20.16938176977234,2595.1844778477853
105,20.267358332214982,2614.805236134406
106,20.43873373298655,2634.5810046484316
107,20.564981220356078,2654.5069704445937
108,20.73777609788969,2674.57220759087
109,20.90926867011401,2694.822552580674
110,21.015276569375477,2715.167575873061
111,21.14001604865159,2735.628279926402
112,21.285471305304856,2756.2399235470853
113,21.456273472264407,2777.000811722961
114,21.584281837932906,2797.9288313119728
115,21.76460455249183,2818.998413355213
116,21.941300596579005,2840.2481329033767
117,22.05580875927415,2861.6196982378083
118,22.18463806566305,2883.0991835354826
119,22.31443118009255,2904.7140225923545
120,22.457125387471148,2926.464332777762
121,22.655453550786913,2948.407455789313
122,22.80815548195776,2970.4983488692415
123,22.931052043754097,2992.7150209703973
124,23.09083490405047,3015.078114940854
125,23.226977762055533,3037.5939148028397
126,23.418720334084068,3060.272456591496
127,23.543247064266282,3083.1121150905606
128,23.745097695880126,3106.11147497191
129,23.92090584123715,3129.311310362637
130,24.075221637392776,3152.6339176197885
131,24.23520566493522,3176.1179263530544
132,24.3845289770777,3199.7405922784965
133,24.60041147395218,3223.5752654358794
134,24.738258197887724,3247.583443446348
135,24.96496347021629,3271.765636758895
136,25.12658504210032,3296.1349415019927
137,25.250187880636055,3320.5948849994234
138,25.366065326036058,3345.1560887213
139,25.52950484246586,3369.8923697068967
140,25.698287598936158,3394.800710672021
141,25.96533912983068,3419.9773911546645
142,26.146414429067303,3445.3478593702675
143,26.306004098035476,3470.834620295632
144,26.46369170876408,3496.5020712451606
145,26.597458790690133,3522.2913470573285
146,26.860847495992086,3548.3170049729683
147,27.008347808192116,3574.5574183726444
148,27.204365330780647,3600.9273050114816
149,27.372357151251123,3627.484049084675
150,27.536453396652465,3654.1642680028103
151,27.73983234550322,3681.061300363089
152,27.888929830465532,3708.0990287847494
153,28.243764736171432,3735.492907241659
154,28.439677400160683,3763.1638489141396
155,28.61451778236809,3790.9130021372666
156,28.816360265863754,3818.8613002062834
157,28.9796360172062,3846.9693260071645
158,29.099233235529518,3875.1782042013024
159,29.28329133140891,3903.5714125057666
160,29.451911292764002,3932.137740222045
161,29.65231673496626,3960.886443395663
162,29.857127378421495,3989.8462034339204
163,30.009409709191367,4018.934583720663
164,30.18154868078397,4048.213553863537
165,30.35164636213237,4077.6694720794167
166,30.618714897740766,4107.353423639761
167,30.828733251387302,4137.278279585875
168,31.076703189942503,4167.421937344341
169,31.23405476098482,4197.755110980278
170,31.483620570125407,4228.29277629409
171,31.72115834195072,4259.086249177258
172,31.912407985245586,4290.043292797791
173,32.053592920509764,4321.154778728131
174,32.28211996650728,4352.477188326905
175,32.487646193185945,4384.020702432413
176,32.73283472431913,4415.792265256485
177,32.9139904765341,4447.747495453792
178,33.09030355788583,4479.859733708322
179,33.29379581751156,4512.164870098478
180,33.5207035024677,4544.697769646874
181,33.76307904829764,4577.469814492633
182,34.02754317119149,4610.494292721322
183,34.23208186529489,4643.732223113391
184,34.380874044823976,4677.112887942112
185,34.60622690781933,4710.692551031164
186,34.79832310084167,4744.4671984285205
187,34.98740570677943,4778.420480187528
188,35.15957073922544,4812.520197102472
189,35.340287410989696,4846.811080599738
190,35.56309622726215,4881.314256676897
191,35.89375239932478,4916.168716864374
192,36.15755011280462,4951.306240355329
193,36.35313824286652,4986.603150554136
194,36.591618002213046,5022.137922592708
195,36.86859572844731,5057.9463813874245
196,37.25437260127747,5094.133379212665
197,37.441084271927814,5130.549068522594
198,37.72166661796417,5167.17288257174
199,37.956644950907744,5204.045327066294
200,38.158780539319196,5241.114312612447
201,38.41371866588057,5278.405476619114
202,38.70545286005627,5315.996599698525
203,38.967794542981885,5353.869100597854
204,39.14807757381721,5391.927049387428
205,39.3685948387481,5430.148849089306
206,39.62569265046649,5468.63048374269
207,39.896734699844274,5507.380710874191
208,40.09627930494748,5546.314418711847
209,40.316350267641894,5585.467868298417
210,40.49841968693361,5624.789007848228
211,40.853690102936135,5664.454721521391
212,41.07122607210781,5704.403105229128
213,41.27498203698807,5744.474479740471
214,41.49155851915412,5784.7759696571875
215,41.705690488352495,5825.299649812854
216,42.02846193113217,5866.121354375421
217,42.33202354711115,5907.262601863802
218,42.69920585336545,5948.747156099423
219,42.977929906224276,5990.542990291325
220,43.262007716931166,6032.613918313196
221,43.529211326906115,6074.893349732067
222,43.87199542698984,6117.526360002983
223,44.10902475449128,6160.414006241383
224,44.399022618546866,6203.578666511741
225,44.67573832170144,6247.004084732569
226,44.955064488762446,6290.705298489808
227,45.2020522364492,6334.641296149625
228,45.4346541887932,6378.8043170698575
229,45.775095904470724,6423.293717427834
230,46.027885999140295,6468.061061200147
231,46.327517012154985,6513.090735247904
232,46.579926486808986,6558.358906574626
233,46.836237720072894,6603.871875880188
234,47.041151287907816,6649.599290490849
235,47.30981662972985,6695.572344211525
236,47.61780808185793,6741.869402707315
237,47.863645731183794,6788.389790867347
238,48.169733052117714,6835.177728666328
239,48.50827461299041,6882.316469707305
240,48.763464638819165,6929.772182243036
241,49.06928756979786,6977.477108271639
242,49.45625730035197,7025.565995102816
243,49.711964814538256,7073.9028067511335
244,50.12047361130016,7122.647969703131
245,50.41926551265597,7171.698639817678
246,50.85338447097313,7221.161243299566
247,51.09076865174003,7270.902536118906
248,51.54061796333348,7321.002535833303
249,51.905177366612904,7371.54825927782
250,52.26507740786302,7422.410977906235
251,52.650144004122794,7473.62436039714
252,52.86662743316151,7525.045885609846
253,53.14014530202123,7576.712404233252
254,53.432682893119846,7628.716546264447
255,53.72032246523402,7680.964999943575
256,54.14218467577201,7733.615370533838
257,54.491291330778324,7786.6314800790915
258,54.76231629995392,7839.896405574612
259,55.0656865069951,7893.453890860703
260,55.2718555405702,7947.2382365286785
261,55.66743141019314,8001.359506510489
262,55.95796478191395,8055.811123777276
263,56.23744196738579,8110.485311346631
264,56.5434533027001,8165.485315314798
265,56.82110605984551,8220.756585492327
266,57.17736514685384,8276.358992756055
267,57.554200702181305,8332.365879661578
268,58.23576029269283,8389.003750068705
269,58.58596444587962,8446.160801666521
270,58.985632797953976,8503.576353730949
271,59.47193943622744,8561.453562783752
272,59.779931089442805,8619.67881882974
273,60.07134502676236,8678.143744153986
274,60.468515718203896,8737.015958023132
275,60.85685197586055,8796.282615962058
276,61.30802558128355,8855.964551613653
277,61.74407245195636,8916.062875378055
278,62.112412748043276,8976.570966582321
279,62.49715965452621,9037.417274720488
280,62.794705145679785,9098.614054307687
281,63.151891665403085,9160.084098782814
282,63.43996156769789,9221.840693394442
283,63.817920608350526,9283.941454246042
284,64.23901194152604,9346.488123296183
285,64.57815359935127,9409.376347693764
286,64.9052579904511,9472.558181165741
287,65.21732944683326,9536.044273383668
288,65.51530164863523,9599.789973596955
289,65.89844848374261,9663.92397253577
290,66.3622001342473,9728.530994173512
291,66.69962554184357,9793.517305832487
292,67.1136390674875,9858.856030205632
293,67.473859941179,9924.532759945532
294,67.95553294936086,9990.736883359426
295,68.41554234087262,10057.412842757603
296,69.12339030241966,10124.748130473781
297,69.43365268796722,10192.41449663931
298,69.89641678372094,10260.479242906416
299,70.44795817592217,10329.140328416339
300,70.80824668479497,10398.227203657874
301,71.32160301824928,10467.693774150246
302,71.6659058816728,10537.53884802134
303,72.13329367992962,10607.805097568222
304,72.62895495457192,10678.588133779545
305,73.10832896924914,10749.81443337753
306,73.50460026661533,10821.474422733903
307,73.89372770205094,10893.468800022569
308,74.19732974893475,10965.742471812297
309,74.58058712958726,11038.385090187525
310,74.98746769053281,11111.437834117272
311,75.31545483694686,11184.818123907595
312,75.7473201979572,11258.602366759937
313,76.16606894741862,11332.803884323102
314,76.51640338874438,11407.36182130041
315,76.91236292996503,11482.272357391383
316,77.32592131424447,11557.586110144577
317,77.71033503796254,11633.308488237737
318,78.26338310451642,11709.540834278103
319,78.8769214644017,11786.425989577674
320,79.26241512749559,11863.756429504167
321,79.93478535407088,11941.621548087322
322,80.4738724649518,12020.151159213108
323,80.85700985949869,12099.009805891275
324,81.36058955006072,12178.318154699424
325,82.13120872752255,12258.384605111802
326,82.71383804111156,12339.175585500361
327,83.18153361067291,12420.285863363539
328,83.57225297164733,12501.800347422868
329,84.02582192951516,12583.727568847964
330,84.68356379313762,12666.333499029137
331,85.1237131731868,12749.386220337848
332,85.56337187122573,12832.797611734657
333,86.05333179387101,12916.698474303665
334,86.46291996988576,13000.990843930813
335,86.89539719923614,13085.685405379762
336,87.26118622559181,13170.798011922656
337,87.66260597301992,13256.272577021049
338,88.26701350921266,13342.309248409538
339,88.73878022119389,13428.871889496595
340,89.21132580209145,13515.840705791887
341,89.71524272073523,13603.319037717789
342,90.12414522252762,13691.242921002555
343,90.54397986657182,13779.499627332574
344,91.12392552858817,13868.35822693515
345,91.7418914115439,13957.845546173763
346,92.4192185910771,14048.023542258607
347,92.786024022056,14138.507734923374
348,93.17708537171528,14229.374797647963
349,93.80546505790973,14320.862297977053
350,94.81235457068873,14413.444200336839
351,95.52920209376859,14506.785391062056
352,96.00014851058492,14600.470230588218
353,96.6817706990853,14694.799745241657
354,97.24958717633838,14789.697997294381
355,97.68260215734252,14885.01018968521
356,98.2325844487253,14980.872381528334
357,98.89697035947725,15077.431448141673
358,99.42597551532072,15174.442609818718
359,99.88072097459232,15271.926078612167
360,100.4187355509683,15369.898917486653
361,100.85708322383374,15468.295824002284
362,101.2533730205107,15567.09213220255
363,101.86579923147377,15666.469559501038
364,102.4466914726414,15766.46150743491
365,103.00829208460927,15866.943495550864
366,103.51592945593907,15967.95302342638
367,103.9662170724287,16069.37495153857
368,104.4025980710317,16171.265772266115
369,105.07956342926343,16273.777276305698
370,105.52157495933591,16376.816857749678
371,106.3258916501612,16480.5539893866
372,106.94511593564216,16585.017826304167
373,107.44115973717467,16689.93618060493
374,107.99010771474707,16795.315697979404
375,108.58864353347941,16901.309837676108
376,109.21371780863593,17007.95500861773
377,110.22191946905944,17115.56658099261
378,110.82657153345396,17223.84645791677
379,111.4658016313953,17332.738717927095
380,112.24691244455497,17442.390144873538
381,112.71653641892598,17552.48593878899
382,113.23105900555271,17663.016590824223
383,113.76815053841726,17774.07656186181
384,114.45013094717919,17885.820529496305
385,115.1447456322771,17998.19928702837
386,115.79243180662428,18111.32796430823
387,116.30436007355911,18224.87790833039
388,116.83870438152034,18338.9282287808
389,117.42730595182772,18453.565769456003
390,117.99746659598193,18568.76510234764
391,118.67074386751175,18684.618690387088
392,119.1992381458371,18801.049484765288
393,119.85057776981994,18918.039129135337
394,120.41157831731009,19035.65342487715
395,121.08718175529162,19153.868283817756
396,121.7726998116764,19272.79880897526
397,122.32127076044513,19392.278545835925
398,122.90486840412679,19512.28426460922
399,124.0166276532134,19633.424346475935
400,124.74586739911386,19755.45572007113
401,125.47440944382838,19878.06766771348
402,126.0168341196015,20001.15612840093
403,126.71339240262353,20124.90533071574
404,127.61175873258067,20249.570465822548
405,128.34410624362607,20374.925804649563
406,129.27944907117615,20501.265400972876
407,129.8060245923257,20628.08074080022
408,130.23986214210026,20755.261320265003
409,130.95353806037835,20883.159277995597
410,131.74710812113057,21011.86051335957
411,132.39026989698286,21141.178803383515
412,133.2104904206192,21271.30565697668
413,134.08231019225693,21402.354395409617
414,134.85711817358109,21534.198057152393
415,135.5636700770623,21666.691885198114
416,136.1889283049931,21799.716654948214
417,136.73774160679486,21933.321956028838
418,137.31808989855415,22067.50537456855
419,138.20145694571033,22202.516910649854
420,138.8485461804479,22338.281911732007
421,139.80742319738195,22474.908212066308
422,140.44273541994548,22612.209877582238
423,140.9735405200878,22749.968982415456
424,141.5264769139703,22888.189344792787
425,142.1986441958905,23027.13045031459
426,143.59335489752686,23167.427952580736
427,144.35709017417986,23308.681136201372
428,144.92824180766775,23450.35052655664
429,145.56450728324538,23592.62202579542
430,146.49110557791118,23735.798715127356
431,147.19966891803432,23879.725259141156
432,148.42251684876408,24024.820732514276
433,149.43953979023323,24171.096145092826
434,150.04763921737063,24317.78697109109
435,150.8720300452167,24465.23737988365
436,151.65221073902057,24613.50480656373
437,152.32614913915054,24762.4525342455
438,153.22562386137184,24912.222780446693
439,154.41353742894992,25063.19639489585
440,155.1229234841208,25214.999321775183
441,156.1579822770467,25367.673342794486
442,156.8524479519952,25521.14214049911
443,157.5544951595352,25675.195308721468
444,158.283262419703,25829.971264886608
445,159.07052236125836,25985.50411604626
446,159.96876493634772,26141.86318196797
447,160.73142257763064,26299.08848678123
448,161.38938525146918,26456.892600028823
449,162.17105606965504,26615.499175166242
450,162.94559044556726,26774.883873709274
451,163.98366094524667,26935.342827840414
452,164.80793498704713,27096.599901243742
453,166.02058678313298,27258.963557991538
454,166.85369986706257,27422.223891345686
455,167.48643003327086,27586.024059827167
456,168.63082981616571,27750.8952612993
457,169.3610860855004,27916.742371034925
458,170.77781510248602,28083.707873249452
459,171.81432342907095,28251.816521550016
460,172.7129766934953,28420.755097249727
461,173.53402516999037,28590.51269365949
462,174.46968295688438,28761.22486071461
463,175.37733286415693,28932.785007799514
464,176.41194177792505,29105.461072660346
465,177.43782649436082,29279.05341219176
466,178.41170834439333,29453.64477208244
467,179.27270604460583,29629.054442623536
468,180.0032164264215,29805.19610213392
469,180.87004620336054,29982.181414343617
470,181.80037511875744,30160.095054588077
471,182.83500817465853,30339.066868174395
472,183.64016610415905,30518.842414374532
473,184.3787639653347,30699.2345888294
474,185.32446844167518,30880.562044988503
475,186.09453348222797,31062.729992383793
476,187.51953771403547,31246.133514795176
477,188.32914730726498,31430.799250205593
478,189.46430265368892,31616.21348985498
479,190.25636456350543,31802.475579290644
480,191.35412425996287,31989.695874380493
481,192.60720379136262,32178.298165048105
482,193.80430286786702,32368.1141501631
